ན་སིད་དྷི་,ན་སིད་དྷི་
བཻཾ་,བཻྃ་
ན་ཏཱ་།,ན་ཏཱ།
ག་ཏཱ་དྷིཥྛཱ་,ག་ཏཱ་དྷིཥྛཱ་
གཞུགས་,གཞུག་
ཏི་ཀཱུ་,ཏི་ཀཱུ་
ི་སིདྡྷི།,ི་སིདྡྷི།
པྲ་བྷེ།,པྲ་བྷེ།
་མ་,མ་
སྨན་བྷ་,སྨན་བྷ་
བྲང་དང༌།,བྲང་དང་།
མ་ཎི་དྷཱ་,མ་ཎི་དྷཱ་
ཚུར་སྦྱོན།,ཚུར་སྤྱོན།
སརྦྦ་དྷརྨྨ་,སརྦྦ་དྷརྨྨ་
ཧཱ་ཤཱུ་,ཧཱ་ཤཱུ་
ཏེ་ཧཱུྃ།,ཏེ་ཧཱུྃ།
རྦཱ་ཤཱ་ཌྷཱའི་,རྦཱ་ཤཱ་ཌྷཱའི་
བྱེད་ཅིང༌མདུན་,བྱེད་ཅིང་མདུན་
གྱི་དཔའ་,གྱི་དབའ་
།སཱཀྱ་,།ཤཱཀྱ་
པོ་ད་དྷི་,པོ་ད་དྷི་
་ཡང་,ཡང་
སྟིཥྛནྟི་མཱུ་,སྟིཥྛནྟི་མཱུ་
ཁྲི་དང༌མ་,ཁྲི་དང་མ་
ཤུད་དྷི་,ཤུད་དྷི་
དམིགས་པ་་དང་,དམིགས་པ་དང་
དགྲ་,ལྟུང་
སྐནྡྷ་,སྐནྡྷ་
ན་མཿ་ཀ་,ན་མཿཀ་
ཡ་ཏྲེེ་,ཡ་ཏྲཻ་
མཉེ་དང༌།,མཉེ་དང་།
མནྜ་ལ་པིནཱ་,མནྜ་ལ་ཕིནཱ་
ཤེས་རཔ་,ཤེས་རབ་
འདི་ནི་ༀ་,འདི་ནི་ཨོཾ་
དེ་ལ་བྷ་,དེ་ལ་བྷ་
ནི་ཏཀྵ་,ནི་ཏཀྵ་
ཤཱ་ཁ་བཱ་,ཤཱ་ཁ་པཱ་
ནིང་དང༌།,ནིང་དང་།
མུ་དྲཾཱཾ་,མུ་དྲཱཾ་
་ཡ་བྷཀྵ་,་ཡ་བྷཀྵ་
ཎ་བྱཱུ་,ཎ་བྱཱུ་
གྷཱུརྞྞ་,གྷཱུརྞྞ་
མཱ་ཡཱ་མཱ་རཱི་ཙཱི་ཛཱ་ཏ་ཏནྟྲཱ་དུདྷྲྀ་ཏྲཾ་ཀལྤོ་རཱ་ཛཱ་ནཱ་མ།,།
མི་མཇེདབརྗེད་,མི་མཇེད་
ཛྙཱ་ན་བྷེ་,ཛྙཱ་ན་བྷེ་
བླངས་ཏ་ེ,བླངས་ཏེ
བྷྱུང་དྷ་,བྷྱུང་དྷ་
པ་བརྫོད་,པ་བརྗོད་
་ཎཱ་གྷ་,་ཎཱ་གྷ་
གྲོ་དྷ་,གྲོ་དྷ་
དང་། བཅོམ་,དང་། བཅོམ་
བོ་དང༌མི་,བོ་དང་མི་
པར་གྱུར་ཅི,ནི
རྣམས་དཱུར་,རྣམས་དཱུར་
ས་,འི་
ཤིག མཆོད་,ཤིག །མཆོད་
དར་དཕྱངས་,དར་དཔྱངས་
ཀྱང་བཻཌཱུརྱ་,ཀྱང་བཻཌཱུརྱ་
པའི་ཞབས་གྱི་,པའི་ཞབས་ཀྱི་
ྉྤཪའ་,་
དང་,མི་
ས་ཀྱི་ཞིང,ས་ཀྱི་དང
་ཁ་གྷ།,་ཁ་གྷ།
ཕྲེང་དང༌།,ཕྲེང་དང་།
དག་དང༌མི་,དག་དང་མི་
ཧཱུྃ་,ཧཱུྃ་
ཧི་ཏི་ཥྛ་,ཧི་ཏིཥྛ་
པར་སྤྲུལ་་,པར་སྤྲུལ་
ཙཀྵུར་,ཙཀྵུར་
ཤྭ་མེ་དྷ་,ཤྭ་མེ་དྷ་
ཎ་གྷོ་,ཎ་གྷོ་
བཛྲ་པའ་,བཛྲ་པཱ་
རི་པྲིཙྪ་,རི་པྲྀཙྪ་
འཇུག་ཅིང༌འདི་,འཇུག་ཅིང་འདི་
མཾ་སརྦ་བྷ་,མཾ་སརྦ་བྷ་
ཆེན་པོར་།,ཆེན་པོར།
གམ་བྷི་,གམ་བྷི་
ྱུང་,་
་སྟོང་,སྟོང་
པཀྵ་,པཀྵ་
ཏྱན་ཨནྟརྡྷཱ་,ཏྱན་ཨནྟརྡྷཱ་
ཆོས་གྱི་་དབྱིངས་,ཆོས་གྱི་དབྱིངས་
ཧུྃ་ཧཱུཾ་,ཧུྃ་ཧཱུཾ་
བ་དང༌མ་,བ་དང་མ་
ཡི་གེ་བྷྲུྃ་,ཡི་གེ་བྷྲུྃ་
འདོགས་ཤིང༌།,འདོགས་ཤིང་།
དགུག །ༀ་,དགུག །ཨོཾ་
སེན་མོ་་ཟངས་,སེན་མོ་ཟངས་
འཚལ་ཞིང༌།,འཚལ་ཞིང་།
གཡོ་ཞིང༌།,གཡོ་ཞིང་།
ཨྃ་ཀྵ་,ཨྃ་ཀྵ་
་ཏནྟྲ)་,་
པོས་རྩེ་་གཅིག་,པོས་རྩེ་གཅིག་
ཤིན་ཏིུ,ཤིན་ཏི
དང་རཱ་ཌྷ་,དང་རཱ་ཌྷ་
ཤ་ཏྲཱུན་,ཤ་ཏྲཱུན་
་རྟེ,་རྡོ་རྗེ
ཨན་ཧཱུྃ་,ཨན་ཧཱུྃ་
ཏེང་,ཏིང་
བ་ས་དྷྲི་,བ་ས་དྷྲི་
སྟེ་མུང་ྒར་,སྟེ་མུངྒར་
འགྲོ་ཞིང༌ཡེ་,འགྲོ་ཞིང་ཡེ་
ཤིན་ཏུ་(ག,ཤིན་ཏུ་ག
གར་དོང༌རྒན་,གར་དོང་རྒན་
པ་ལ་དྷརྨྨཱ་,པ་ལ་དྷརྨྨཱ་
ལ་སཱ་དྷ་,ལ་སཱ་དྷ་
ཧེ་ཧཱུྃ་,ཧེ་ཧཱུྃ་
པའི་དེ་་,པའི་དེ་
པར་འགྱུང་,པར་འགྱུར་
རྗེས་གསུངས་བ་,རྗེས་གསུངས་པ་
གར་བྷེ་གྷེ་,གར་བྷེ་གྷེ་
ུ་ཀུ་དྷུ།,ུ་ཀུ་དྷུ།
དྷཱ་ནྶ་ཡ།,དྷཱ་ནྶཡ།
ཨོཾ་སརྦྦ་བྷ་,ཨོཾ་སརྦྦ་བྷ་
ནས་ཙེེ་,ནས་ཙཻ་
ཉིད་བེེ་,ཉིད་བཻ་
སི་བ་དྷ་,སི་བ་དྷ་
མ་བྱུང༌།,མ་བྱུང་།
གཱ་རི་བྷུ་,གཱ་རི་བྷུ་
ཏི་ཥུ་དྷ་,ཏི་ཥུ་དྷ་
ནི་རྻཱ་,ནི་རྱཱ་
མ་བད་ག །,མ་བདག །
འདིས་ཀྱང༌།,འདིས་ཀྱང་།
།བྷྲུ།,།བྷྲུ།
ཎ་ཨི་བྷེ་,ཎ་ཨི་བྷེ་
ཧྲཱི་ཧཱཿཧཱུྃ་,ཧྲཱི་ཧཱཿཧཱུྃ་
ཨཱུརྞ་,ཨཱུརྞ་
ལྡན་པའིས་,ལྡན་པའི་
ཤེས་པའོ་་ཤེས་,ཤེས་པའོ་ཤེས་
སུ་ཧཱུ།,སུ་ཧཱུ།
ཀ་ཏི་དྷུ་,ཀ་ཏི་དྷུ་
བརྩོན་འགྲུས་་རྟུལ་,བརྩོན་འགྲུས་རྟུལ་
ཕྱག་རྒྱའོ།ཨོྃ །,ཕྱག་རྒྱའོ། །
ཤ །བྷ་,ཤ །བྷ་
པ་དང༌མཚང་,པ་དང་མཚང་
ར་ཧྲྀད་ཀྵུ་,ར་ཧྲྀད་ཀྵུ་
བཅུ་ཞི་་ཞེས་,བཅུ་ཞི་ཞེས་
ཱི་ཏ་བྷཱུ་,ཱི་ཏ་བྷཱུ་
པར་བྱང༌།,པར་བྱང་།
བི་བྷིད་,བི་བྷིད་
ཀྵཿཧཿཞེས་,ཀྵཿཧཿཞེས་
་འདས་,་འགྱུར་
བཛྲ་ཀཱི,བཛྲ་ཀཱ
སཱུཡྱོ་,སཱུཡྱོ་
པའི་ལན་྄ལ་,པའི་ལན་ལ་
འགོག་དང༌།,འགོག་དང་།
དངོས་པོ་མེད,དངོས་པོ་ད
ལི་བུད་དྷི་,ལི་བུད་དྷི་
སྔགས་དང་ཡོངས,སྔགས་དང་ས
མ་ཧཱ་བྷཱུ་,མ་ཧཱ་བྷཱུ་
བ་ཧཱུཾ་,བ་ཧཱུཾ་
་བོད་བྷ་,་བོད་བྷ་
སུ་མྱིི་,སུ་མྱི་
ཧུྃ)ཤོ་,ཤོ་
གི་བྱེུ་,གི་བྱེ་
སྟེ་ཤམྦྷ་,སྟེ་ཤམྦྷ་
དང༌ཕྱོགས་,དང་ཕྱོགས་
ལ་ནི།རྥལ།,ལ་ནི། ཪྥལ།
སརྦ་ཀྵེ་,སརྦ་ཀྵེ་
ཁི་ཁ་གྷ།,ཁི་ཁ་གྷ།
པ་སྦྱན་,པ་སྤྱན་
ཐུག་དང༌།,ཐུག་དང་།
་པོ་,་པ་
གཏན་ཆུང་དུ་,གཏན་ཆུང་ངུ་
བྱད་དང༌།,བྱད་དང་།
ཡ་ཧཱུྃ༑ ཆོས་,ཡ་ཧཱུྃ། ཆོས་
ནས་ཡང་ༀ་,ནས་ཡང་ཨོཾ་
ཀཱ་,ཀ་
ཏུ་མ་བྷེ།,ཏུ་མ་བྷེ།
རྒྱ་,དང་
ནཱཾ་བན་དྷཱ་,ནཱཾ་བན་དྷཱ་
་གཱའི,་གི
ཤ་བུད་དྷི་,ཤ་བུད་དྷི་
མ་ཀཱརྱཾ་བྷཉྫ་,མ་ཀཱརྱཾ་བྷཉྫ་
ཏི་ཧྲཱི༔སྭཱ་,ཏི་ཧྲཱིཿསྭཱ་
ཤི་གུམ་བྷེ།,ཤི་གུམ་བྷེ།
ཀ་དད་།,ཀ་དད།
འཇུག་ཅིང༌།,འཇུག་ཅིང་།
དེབ་རླཀྵ་,དེབ་རླཀྵ་
ས་བརྒྱན་,ས་བྲན་
ཙ་ཏུར་།,ཙ་ཏུར།
ཅད་དང༌།,ཅད་དང་།
མི་ནི་་,མི་ནི་
ཐ་སན་དྷ་,ཐ་སན་དྷ་
དཀྱིལ་འཁོར་བྷ་,དཀྱིལ་འཁོར་བྷ་
བཛྲ་རཱཀྵ་,བཛྲ་རཱཀྵ་
གྱུར་ཅིང༌རྒྱལ་,གྱུར་ཅིང་རྒྱལ་
འདིར་མྦྷ་,འདིར་མྦྷ་
བ་ལ་(དད་,བ་ལ་དད་
ཏྭཱྃ་ཨ་བྷི་,ཏྭཱྃ་ཨ་བྷི་
དཾ་གཾ་དྷི་,དཾ་གཾ་དྷི་
ཤཱཀྱ་པྲ་བྷ་,ཤཱཀྱ་པྲ་བྷ་
ཀརྞ་ཧཱུྃ་,ཀརྞ་ཧཱུྃ་
མ་སྟྲེེ་,མ་སྟྲཻ་
སྟྲཻ་ཡ་དྷྭི་,སྟྲཻ་ཡ་དྷྭི་
སངས་,མྲྀ་
ར་ཡ་བྷ་,ར་ཡ་བྷ་
འབྱོར༌མཉམ་,འབྱོར་མཉམ་
།བྷ།,།བྷ།
གེ །དྷ་,གེ །དྷ་
དབང་ཏམས་,དབང་ཐམས་
ཱི,ི
དུ་ཁམ་་གསུམ་,དུ་ཁམ་གསུམ་
པྲ་ཏི་བྷཱ་,པྲ་ཏི་བྷཱ་
པ་ནི།,འགྱུར།
ཤཱཀྱ་ལསགསུ་,ཤཱཀྱ་ལས་སུ་
།ༀ་,།ཨོཾ་
སྲ་ན་བྷུ་,སྲ་ན་བྷུ་
སྦྱོར་པའི་,སྦྱོར་བའི་
འདོང་ཞིང༌།,འདོང་ཞིང་།
འདས་,ཡང་ལས་
བརྗོད,ད
ནཱྃ་ཧཱུྃ།,ནཱྃ་ཧཱུྃ།
ཤིང་རྣམས་།,ཤིང་རྣམས།
བྷྭོོ་,བྷྲཽ་
བིགྷྣཱན་བན་དྷ་,བིགྷྣཱན་བན་དྷ་
དཔས་)ཀྱང་,ཀྱང་
་ལཱྀ་,་ལཱྀ་
ལའི་ཤིང་་དྲུང་,ལའི་ཤིང་དྲུང་
པཱུརྞ་,པཱུརྞ་
ངན་དང༌།,ངན་དང་།
ཛ་སཱུ་,ཛ་སཱུ་
རྟོགས་ཤིང༌།,རྟོགས་ཤིང་།
སེམས་དང༌སེམས་,སེམས་དང་སེམས་
གཙྪ་བྷུ་,གཙྪ་བྷུ་
ཥྚྲཾི,ཥྚྲི
མ་ཧི་དྷི་,མ་ཧི་དྷི་
འགྲུས་དང༌།,འགྲུས་དང་།
ཤེས་རབ་བྱ་ཀྱི་,ཤེས་རབ་ཀྱི་
དབྱངས་ཀྱི་དསུམ་,དབྱངས་ཀྱི་གསུམ་
བཻ་ཌཱུརྻ་,བཻ་ཌྰུཪྻ་
ཐམས,ནི་ས
སྙོམས་པརཟུགས་,སྙོམས་པར་ཞིགས་
ཨ་བྷྲི་,ཨ་བྷྲི་
དང་། ཀུན་,དང་། ཀུན་
ུ་ཀུ་བྷུ།,ུ་ཀུ་བྷུ།
བཟའ་དང༌།,བཟའ་དང་།
པོས་ཧཱུྃ་,པོས་ཧཱུྃ་
སྙེད་ཀྱི་།,སྙེད་ཀྱི།
མ་པྲ་བྷཱ་,མ་པྲ་བྷཱ་
དུས་སྦྲུལ་,དུས་སྤྲུལ་
ཆོ,ངོ
ཏཽ་དུཿཁ་བྷ་,ཏཽ་དུཿཁ་བྷ་
ཤུ་བྷ་,ཤུ་བྷ་
ཅད་མཀྱེན་,ཅད་མཁྱེན་
འདོང་དང༌དེར་,འདོང་དང་དེར་
་ཡ་ཀྵོ་,་ཡ་ཀྵོ་
ཡི་གེ་ཛྷཻཿཡིས་,ཡི་གེ་ཛྷཻཿཡིས་
དཔལ་,བཛྲ་བ་
ཧ་ཏ་ི,ཧ་ཏི
ཞི,ནི
པ་ཛམ་བྷ་,པ་ཛམ་བྷ་
ཧཱ་ཀྲོ་དྷེ་,ཧཱ་ཀྲོ་དྷེ་
མན་ཏཱ་ཀྵོ།,མན་ཏཱ་ཀྵོ།
སྣ་དང༌།,སྣ་དང་།
ནོ་དྦྷ་,ནོ་དྦྷ་
འདི་བེེ་,འདི་བཻ་
ཌི་ཙཱུ་,ཌི་ཙཱུ་
ཅིརི་,ཅིའི་
་ར་གྷ་,་ར་གྷ་
་ྈྐིྈྐཱ,་ྈྐྍྐཱ
བཛྲ་པཀྵི་,བཛྲ་པཀྵི་
་སརྦྦ་,སརྦྦ་
བ་བཱ་བྷ་,བ་བཱ་བྷ་
ནཱི་བཛྲཱི་བྷ་,ནཱི་བཛྲཱི་བྷ་
ཨཱ་ཀཌྜྷ་,ཨཱ་ཀཌྜྷྱ་
ན་,་
ཧཱ་བི་དྷ་,ཧཱ་བི་དྷ་
ག །,། །
་ངན་,། །ཤིན་
ལ་ཤྲཱིཿཀྵིཾ་,ལ་ཤྲཱིཿཀྵིཾ་
ཀུ་ཏ་དྷ་,ཀུ་ཏ་དྷ་
་ཤོ་དྷ་,་ཤོ་དྷ་
རྟེན་དབངས་,རྟེན་དཔངས་
།ལེགས་,ལེགས་
་ྈྐྈྐཱ་,་ྈྐྍྐཱ་
ཏོར་དང༌ཞལ་,ཏོར་དང་ཞལ་
རཱ་ཀྵ་,རཱ་ཀྵ་
རབ་གྱི་་ཕ་,རབ་གྱི་ཕ་
མྱི་སྤྱོད།་ རེག་,མྱི་སྤྱོད། རེག་
མ་དང༌འདབ་,མ་དང་འདབ་
ཧཱ་གནྡྷ་,ཧཱ་གནྡྷ་
མེད་པའི་93a.6བསམ་,མེད་པའི་བསམ་
ཀླུ་ཏ་ཀྵ་,ཀླུ་ཏ་ཀྵ་
རབ་སྐར་་མ་,རབ་སྐར་མ་
ཨཱ༔ བཛྲ་,ཨཱཿ བཛྲ་
ནི་མིང་་རབ་,ནི་མིང་རབ་
པ་ལ་བཞུགས་,པ་ལ་ཞུགས་
ག །,བས། །
ཐམས་ཅད་་,ཐམས་ཅད་
ཏིཥྛ་དྲཱི་ཌྷོ་,ཏིཥྛ་དྲཱི་ཌྷོ་
ཌ་ཌྷ་,ཌ་ཌྷ་
ཡ་སརྦ་ཀྵེ་,ཡ་སརྦ་ཀྵེ་
འགྱུར་རོ།་།,འགྱུར་རོ།།
ཛྙཱ་ན་ཁུ་,ཛྙཱ་ན་ཀུ་
བཎིྛ,བཎྛ
བརྙེས་པ།་མ་,བརྙེས་པ། མ་
་ནན་གྷ་,་ནན་གྷ་
བདག་དང༌།,བདག་དང་།
པོ་དཱི,པོ་དཱ
དཔོན་དང༌།,དཔོན་དང་།
མཱཾ་ཙཱ་བྷི་,མཱཾ་ཙཱ་བྷི་
འོད་(ཆུང་,འོད་ཆུང་
ཨཱརྱ་ཨདྒུ་,ཨཱརྱ་ཨངྒུ་
སྦྱངས་དང༌།,སྦྱངས་དང་།
འོད་གསལ་་,འོད་གསལ་
ཱ་རེ་དྷཱ་,ཱ་རེ་དྷཱ་
མེད་དེ༌།,མེད་དེ།
པོ་བན་དྷུ་,པོ་བན་དྷུ་
ནྱ་གྲོདྷ།,ནྱ་གྲོདྷ།
སཱ་དྷི་,སཱ་དྷི་
བསྡིུ་,བསྡུ་
ད་ཪེེ་,ད་རཻ་
རི་ཛེ་བྷ་,རི་ཛེ་བྷ་
བའི་སྔོམ།,བའི་སྡོམ།
་ལྷའི་,ལྷའི་
མཱ་ལཱ་དྷཱ་,མཱ་ལཱ་དྷཱ་
ད་དྷ་,ད་དྷ་
)དང་,དང་
ནི་ཁཱ་བྷཻ་,ནི་ཁཱ་བྷཻ་
ི་རེ་དྷི་,ི་རེ་དྷི་
སརྦ་པྲ་,སརྦ་བྲ་
་ས་བྷཱུ་,་ས་བྷཱུ་
ཁྲི་བཅེག །,ཁྲི་བཙག །
དང་ཨཱ༔ཧཱུྃ་,དང་ཨཱཿཧཱུྃ་
མ༔སརྦ་,མཿསརྦ་
ཏ་མཱུརྟི་,ཏ་མཱུརྟི་
ུ་ཀུ་གྷུ།,ུ་ཀུ་གྷུ།
དྷེ་,དྷེ་
གྲི་མདུག་,གྲི་མདུང་
གྱི་	དྲིང་,གྱི་དྲིང་
བོ་དྷྱངྒ་,བོ་དྷྱངྒ་
བན་དྷཱ་,བན་དྷཱ་
ར་ཎེ་དྷརྨྨ་,ར་ཎེ་དྷརྨྨ་
དག་ཀྱང༌།,དག་ཀྱང་།
རླུ་(པ་,རླུ་པ་
ཆེ་བེེ་,ཆེ་བཻ་
དྲི་བཱ་ཀྵེ།,དྲི་བཱ་ཀྵེ།
ལ་ཨརྒྷ་,ལ་ཨརྒྷ་
འགྱུར་ཏེ་ཀྵེ་,འགྱུར་ཏེ་ཀྵེ་
ཧཱ་མེེ་,ཧཱ་མཻ་
ཆུབ་དང༌།,ཆུབ་དང་།
(དྲ་,དྲ་
འགྱུར་ཞིང༌སྒྲ་,འགྱུར་ཞིང་སྒྲ་
དིུ་,དུ་
ཟེར་ཞིང༌འདི་,ཟེར་ཞིང་འདི་
ཅད་བེེ་,ཅད་བཻ་
ུར་,། །དེ་ལྟར་
ར་རནྜ་,ར་རཎྜ་
།་འདི་,།འདི་
ཤ་གརྡྷཱ་,ཤ་གརྡྷཱ་
ཨཀྵཽ་,ཨཀྵཽ་
བཻ་དཱུརྱ་,བཻ་དཱུརྱ་
མཛེས་ཤིང༌ལྷམ་,མཛེས་ཤིང་ལྷམ་
ནཱི་ཧཱུྃ་,ནཱི་ཧཱུྃ་
ཨོྃ་ཧྲཱི༔ཧྲཱི,ཨོྃ་ཧྲཱིཿཧྲཱི
མོོད་,མཽད་
